clarinet	Medley-solos-DB_training-0_163fd2b1-8e98-515a-f501-4742cc6d066f.npy
clarinet	Medley-solos-DB_training-0_36dcb8eb-da46-5d01-fa9d-0f715c389379.npy
clarinet	Medley-solos-DB_training-0_9f6d4046-3662-5433-fc44-98c80a428fd8.npy
clarinet	Medley-solos-DB_training-0_5ef6a0ee-a092-5d49-f64e-a3454e9ab237.npy
clarinet	Medley-solos-DB_training-0_2048e98b-77b2-5b7d-fe6a-780f399e69fe.npy
clarinet	Medley-solos-DB_training-0_2193c200-dec2-5df4-ff55-417cd9a3dd44.npy
clarinet	Medley-solos-DB_training-0_d1fb6bdb-9da8-52c5-f744-b7febdd09320.npy
clarinet	Medley-solos-DB_training-0_b09d42b4-16f7-5b01-fd4e-f5285abda79d.npy
clarinet	Medley-solos-DB_training-0_1c7c7861-9026-59a9-fed0-28abe02f4ed4.npy
clarinet	Medley-solos-DB_training-0_7c416d4b-2645-5033-f0fd-39aec452f809.npy
clarinet	Medley-solos-DB_training-0_418ef407-b6c7-584c-fe3c-ce0919cbe359.npy
clarinet	Medley-solos-DB_training-0_914e6189-63f1-54f1-fa97-18ff2e1b73b6.npy
clarinet	Medley-solos-DB_training-0_8182dc71-247a-51ff-f143-1b3d1832743c.npy
clarinet	Medley-solos-DB_training-0_fd6c63e1-8002-53cf-f2c1-5170b78c951c.npy
clarinet	Medley-solos-DB_training-0_b206392d-e0de-5a43-fee5-203eef8ebb63.npy
clarinet	Medley-solos-DB_training-0_f0557dda-7356-5556-fe63-0f919e55663d.npy
clarinet	Medley-solos-DB_training-0_c4bae578-5f17-5f04-fbc2-c2a6555f45ef.npy
clarinet	Medley-solos-DB_training-0_c5cfb190-da8c-52f4-f99a-7df71d2c61b4.npy
clarinet	Medley-solos-DB_training-0_0af2665a-290d-5042-fe8f-03171f539b50.npy
clarinet	Medley-solos-DB_training-0_4a1c8b71-11df-55ad-f02a-5ab985271e4a.npy
clarinet	Medley-solos-DB_training-0_15ed5591-56fe-5516-fd1b-8134c8e58e8a.npy
clarinet	Medley-solos-DB_training-0_6bcaaea3-a5aa-5798-f1ed-6a50227911be.npy
clarinet	Medley-solos-DB_training-0_788c92bf-532e-5256-f9d0-3dc16d9ebfe6.npy
clarinet	Medley-solos-DB_training-0_68f76e69-8f38-5de2-ff55-dfefd548f887.npy
clarinet	Medley-solos-DB_training-0_e5bb24e3-e47e-58ca-f17d-07950f5ffef4.npy
clarinet	Medley-solos-DB_training-0_12836285-4b84-5a67-f3ad-26bfdf0aa4e4.npy
clarinet	Medley-solos-DB_training-0_89f5808a-d203-5a40-f57a-6c3102501f7b.npy
clarinet	Medley-solos-DB_training-0_581caa57-7d65-5517-f01b-6cb0ced47811.npy
clarinet	Medley-solos-DB_training-0_4d7fe98a-3d13-510f-ff45-6164dd1fbf3f.npy
clarinet	Medley-solos-DB_training-0_23352275-ecc7-5369-f769-a9702741be02.npy
clarinet	Medley-solos-DB_training-0_933a532c-34b2-5033-fc60-61c8831031a0.npy
clarinet	Medley-solos-DB_training-0_ba4ce104-4a71-5468-fd23-7e434aaab3f1.npy
clarinet	Medley-solos-DB_training-0_ab9099ec-80e8-5793-f0ec-919502f27f91.npy
clarinet	Medley-solos-DB_training-0_ee826850-b4ff-5b4d-f2e1-02af93cc762e.npy
clarinet	Medley-solos-DB_training-0_fc467cd4-0bd8-562f-f6e5-052368876598.npy
clarinet	Medley-solos-DB_training-0_3ee4332b-85ea-5a7a-fbc1-4ba1b2110370.npy
clarinet	Medley-solos-DB_training-0_eccefeb9-65fc-5878-f927-d6560254cc59.npy
clarinet	Medley-solos-DB_training-0_aa726674-00e5-508a-fe7a-b9e42d8dddaf.npy
clarinet	Medley-solos-DB_training-0_14f94e8d-8a39-5aba-fc1b-9ca082e886db.npy
clarinet	Medley-solos-DB_training-0_a52bdb6c-4b12-5b13-fbc8-88b1a654d5e1.npy
clarinet	Medley-solos-DB_training-0_e82458bc-581e-5f54-f2a6-14fb8eeabc2d.npy
clarinet	Medley-solos-DB_training-0_1451a0f8-56b9-5835-f20a-3c6c4bbb287f.npy
clarinet	Medley-solos-DB_training-0_8852452b-fd9b-56cb-fa15-c3d3993c784a.npy
clarinet	Medley-solos-DB_training-0_a1cc96f7-9618-58e0-f388-ddbf2254b259.npy
clarinet	Medley-solos-DB_training-0_7283b310-6bed-5470-f28e-38d216c2b5c8.npy
clarinet	Medley-solos-DB_training-0_44ee0448-90ae-5f15-f891-a161f6a8bb2d.npy
clarinet	Medley-solos-DB_training-0_56eef840-50dc-5498-f1dd-289a95831cc7.npy
clarinet	Medley-solos-DB_training-0_69b7ef14-e633-5e6d-f8cf-9c9efa82a3fa.npy
clarinet	Medley-solos-DB_training-0_0d4e77e7-0958-5d6f-f51b-2d903ba5773f.npy
clarinet	Medley-solos-DB_training-0_e5fccb5f-4858-53ba-f6bf-45809a98d30c.npy
clarinet	Medley-solos-DB_training-0_4446cbdc-52af-5381-f1e4-85bfff2d5e33.npy
clarinet	Medley-solos-DB_training-0_8a261d5d-e445-5560-f88c-2fbab5fb8d66.npy
clarinet	Medley-solos-DB_training-0_ff030954-15fe-5a3b-fa0e-985cf590f308.npy
clarinet	Medley-solos-DB_training-0_10d2d972-ea46-5b60-f1ac-002dd2eb90be.npy
clarinet	Medley-solos-DB_training-0_87fda06a-22ae-578b-fe9a-91edc1d25f33.npy
clarinet	Medley-solos-DB_training-0_7c0c133f-f95b-5e0c-f1ed-cb81072a09ea.npy
clarinet	Medley-solos-DB_training-0_17a67e7f-f487-5c6b-f875-651a6555a92a.npy
clarinet	Medley-solos-DB_training-0_179f8e00-60cf-5502-fd97-63cb8761eb0d.npy
clarinet	Medley-solos-DB_training-0_35059ae6-6840-56be-f4aa-158594646208.npy
clarinet	Medley-solos-DB_training-0_973e63fc-c900-58de-f6ef-e98262dc60dd.npy
clarinet	Medley-solos-DB_training-0_83c8e087-d1c3-59cf-fc02-f1ccb5e6191e.npy
clarinet	Medley-solos-DB_training-0_1f3e5ec7-4e12-5ae3-f100-8a92ecde13e2.npy
clarinet	Medley-solos-DB_training-0_850837b4-5477-5e11-f265-dce00d145a0a.npy
clarinet	Medley-solos-DB_training-0_5d066cb4-9ff6-50c3-fac0-26a4611a3973.npy
clarinet	Medley-solos-DB_training-0_3edfafda-9069-51dd-f42d-9bc06ae69d84.npy
clarinet	Medley-solos-DB_training-0_bcb6e208-f94f-5561-f64e-f4e9c9cf74c1.npy
clarinet	Medley-solos-DB_training-0_ee96fb2d-b3e7-543f-fc2d-d069521d7ff2.npy
clarinet	Medley-solos-DB_training-0_890d4787-1975-5fc4-fa53-24db01453d75.npy
clarinet	Medley-solos-DB_training-0_22f8e1ed-9751-5e9f-fd6b-8ff599df66ce.npy
clarinet	Medley-solos-DB_training-0_67e9e314-0c84-5588-f2de-47994914d2c8.npy
clarinet	Medley-solos-DB_training-0_077394a8-b4d1-5244-fd22-ca130a858e65.npy
clarinet	Medley-solos-DB_training-0_3f62ba94-7e44-5989-f780-952c9778b57e.npy
clarinet	Medley-solos-DB_training-0_364a4dc6-b5d3-5d8c-f740-5e1816d73112.npy
clarinet	Medley-solos-DB_training-0_9fec62a1-0b9d-589f-f363-0d97c58e54ee.npy
clarinet	Medley-solos-DB_training-0_4a149e7f-62f2-5a6b-fef3-4430671ba2cc.npy
clarinet	Medley-solos-DB_training-0_3091238a-d731-5669-f3d2-480f09815391.npy
clarinet	Medley-solos-DB_training-0_6140a61f-795b-584c-fa6a-3058b9c83c99.npy
clarinet	Medley-solos-DB_training-0_5bc32cac-7ded-5c66-fa80-aacd9c76b619.npy
clarinet	Medley-solos-DB_training-0_1287217b-e7f1-5af9-f78f-6f801a6b1f9b.npy
clarinet	Medley-solos-DB_training-0_44286393-a310-5bfb-fd6c-c254bbd23823.npy
clarinet	Medley-solos-DB_training-0_6b6b0f03-aa5b-53d1-fbfc-6379241da307.npy
clarinet	Medley-solos-DB_training-0_93ada1fa-7afd-5e16-fe0a-a7af1ad066e0.npy
clarinet	Medley-solos-DB_training-0_51e00bb5-c89d-5a55-f158-bc16fc1d91ec.npy
clarinet	Medley-solos-DB_training-0_6b780a1f-efc7-5c32-f6b7-4c1039f1d2c9.npy
clarinet	Medley-solos-DB_training-0_d8e4f688-3474-50a6-f113-b6b1a50e6c87.npy
clarinet	Medley-solos-DB_training-0_af3b693e-874a-5e07-fae8-a4f8ab0425e3.npy
clarinet	Medley-solos-DB_training-0_a0e6fa0c-a1d7-5b3a-fc3f-d1a489a8c6be.npy
clarinet	Medley-solos-DB_training-0_f37b2af4-2332-5ead-facf-c1a06bb93a52.npy
clarinet	Medley-solos-DB_training-0_0334342a-d60a-58d7-fdd3-336d304471ec.npy
clarinet	Medley-solos-DB_training-0_9fab9870-a3bd-506b-f667-5fe0c815ee41.npy
clarinet	Medley-solos-DB_training-0_aa52b22d-5846-5bfc-f437-6ed0fbd731ca.npy
clarinet	Medley-solos-DB_training-0_c704d8b7-91f0-58c2-fbfc-13c2e8e61d53.npy
clarinet	Medley-solos-DB_training-0_e6741be7-2d7c-51d1-ff22-365c1080f4a2.npy
clarinet	Medley-solos-DB_training-0_c7b744f7-cc62-52ab-ff5e-c4d6e47458a2.npy
clarinet	Medley-solos-DB_training-0_0b361f3f-0520-50c2-fc6c-247600c03c95.npy
clarinet	Medley-solos-DB_training-0_1ea818c0-0dd1-5b6b-f643-01d490f73058.npy
clarinet	Medley-solos-DB_training-0_515a3448-41a1-5e37-fda6-cc7a29dfc3d9.npy
clarinet	Medley-solos-DB_training-0_2d228bee-6296-56e6-f79b-569e15f93f25.npy
clarinet	Medley-solos-DB_training-0_3196806a-d8c8-5244-fe67-dbe456b4fff2.npy
clarinet	Medley-solos-DB_training-0_e06439e6-3e9d-5a79-ffc0-f6efa5fdd621.npy
clarinet	Medley-solos-DB_training-0_bfc4ad5c-05a2-54b7-f839-16e920b082f9.npy
